pubchem,rt
46376816,781.9
46376897,754.0
46377126,1280.9
46377144,836.2
46377154,1144.2
46377167,851.8
46377203,701.5
46377204,695.2
46377206,809.0
46377207,804.1
46377208,849.1
46377209,900.9
46377224,861.8
46377255,728.2
46377280,633.7
46377288,666.7
46377628,759.7
46377632,818.4
46377646,630.0
46377647,677.9
46377650,857.2
46377652,646.5
46377653,783.8
46377656,886.9
46377669,570.2
46377674,1057.8
46377679,1090.4
46377807,666.9
46377810,669.2
46377898,615.6
46377937,629.1
46377990,616.3
46378020,599.8
46378032,956.8
46378058,849.8
46378059,868.4
46378067,960.6
46378070,992.6
46378093,824.0
46378105,867.4
46378106,797.1
46378112,828.4
46378602,752.2
46378603,772.1
46378604,843.7
46378605,706.3
46378606,566.9
46378639,755.9
46378640,944.1
46378643,778.5
46378646,943.8
46378648,1012.7
46378649,969.4
46378650,1095.5
46378653,916.7
46378654,1012.3
46378655,973.2
46378660,678.3
46378663,761.0
46378666,711.5
46378667,815.8
46378670,731.7
46378671,819.1
46378673,821.9
46378674,732.9
46378676,718.5
46378677,753.2
46378678,735.2
46378681,825.2
46378683,819.1
46378685,594.5
46378686,862.2
46378688,839.9
46378704,807.8
46378705,838.3
46378714,718.9
46378729,587.9
46378730,737.2
46378731,737.1
46378733,775.0
46378739,868.3
46378746,634.4
46378750,623.9
46378751,554.3
46378752,762.0
46378753,830.8
46378757,826.9
46378758,736.7
46378759,791.6
46378761,784.1
46378765,844.1
46378768,983.0
46378802,671.5
46378843,829.9
46378855,818.4
46378860,718.2
46379032,965.9
46379070,654.5
46379096,975.1
46379713,864.8
46379717,672.2
46379832,930.7
46379841,827.0
46379847,830.4
46379868,604.3
46379870,596.9
46379872,597.1
46379873,575.1
46379874,588.2
46379879,590.4
46380298,683.1
46380301,722.9
46380302,702.3
46380303,727.4
46380308,894.8
46380397,900.1
46380461,836.5
46380462,720.2
46380479,831.5
46380481,877.4
46380517,882.8
46380534,1117.6
46380540,1180.1
46380542,1092.7
46380547,1039.3
46380548,1036.5
46380559,867.4
46380693,1100.8
46380694,835.8
46380695,1115.1
46380696,1034.0
46380697,1044.2
46380700,1098.3
46380702,938.5
46380706,946.1
46380707,1034.0
46380709,954.0
46380710,917.3
46380713,639.2
46380714,947.0
46380717,1050.4
46380829,1110.5
46380857,987.8
46381260,745.4
46381267,715.8
46381270,824.4
46381275,565.6
46381278,577.9
46381279,703.6
46381280,579.4
46381294,813.7
46381298,721.0
46381300,578.0
46381312,732.5
46381318,631.3
46381330,618.4
46381339,693.6
46381348,783.8
46381357,574.3
46381363,609.7
46381364,855.2
46381368,583.8
46381375,739.5
46381376,685.5
46381392,764.2
46381420,751.8
46381423,591.9
46381433,803.6
46381449,676.9
46381465,584.8
46381472,759.2
46381482,826.2
46381483,801.9
46381484,845.1
46381485,844.0
46381487,793.5
46381491,771.8
46381492,792.6
46381501,816.2
46381515,816.1
46381520,953.1
46381575,865.6
46381641,870.7
46381680,697.6
46381745,629.5
46381749,655.6
46381750,626.9
46381751,702.5
46381752,656.0
46381755,771.5
46381759,768.3
46381761,846.2
46381762,845.0
46381981,587.8
46382283,606.4
46382373,582.8
46382697,630.2
46382701,1055.0
46382704,970.5
46382708,784.9
46382709,957.6
46382729,929.9
46382736,701.4
46382746,794.2
46382755,704.5
46382768,833.7
46382810,721.6
46382811,871.8
46382813,905.4
46382818,951.5
46382822,882.3
46382823,988.8
46382829,884.3
46382848,678.1
46382849,644.4
46382852,945.5
46382876,882.9
46382884,722.6
46382885,785.9
46382887,853.4
46382889,823.4
46382890,634.3
46382894,948.7
46382948,1236.7
46383046,980.8
46383136,949.6
46383137,932.7
46383140,947.5
46383148,945.1
46383156,760.4
46383157,866.0
46383161,978.3
46383162,1021.2
46383163,789.4
46383267,644.3
46383291,582.5
46383295,587.3
46383296,614.4
46383297,613.9
46383299,578.9
46383301,558.9
46383303,597.1
46383315,630.1
46383325,626.5
46383330,618.8
46383334,624.5
46383337,627.7
46383354,723.2
46383366,829.5
46383368,984.3
46383386,895.8
46383387,783.1
46383389,959.7
46383393,934.3
46383394,982.2
46383399,609.3
46383403,898.4
46383405,917.3
46383407,609.8
46383415,739.5
46383427,966.8
46383428,742.0
46383429,1004.4
46383430,858.7
46383433,944.7
46383438,936.5
46383439,949.9
46383442,941.4
46383444,907.4
46383446,687.4
46383453,858.7
46383454,817.4
46383465,792.4
46383474,662.3
46383488,930.3
46383489,804.4
46383498,894.3
46383499,890.1
46383501,657.7
46383507,761.5
46383509,959.2
46383519,885.4
46383526,647.4
46383530,696.4
46383563,831.6
46383564,798.4
46383578,1030.1
46383584,863.8
46383588,792.4
46383742,749.5
46383748,730.6
46383754,797.4
46383836,629.0
46383869,756.5
46383871,772.5
46383962,723.0
46383967,608.2
46383974,804.1
46383976,732.3
46383986,723.6
46383988,635.2
46383989,750.6
46383992,885.2
46384000,936.8
46384002,898.7
46384009,1279.0
46384010,1120.3
46384011,1098.5
46384012,944.2
46384013,819.0
46384014,775.9
46384015,1223.0
46384016,1152.6
46384018,1267.2
46384023,1235.7
46384024,905.9
46384028,1117.1
46384029,1178.1
46384031,952.6
46384032,1196.3
46384033,831.2
46384034,749.3
46384035,1118.3
46384036,969.4
46384038,1116.2
46384039,1205.1
46384040,1001.0
46384043,745.6
46384044,795.1
46384045,782.1
46384047,725.5
46384125,820.4
46384221,678.9
46384452,882.0
46384453,755.9
46384457,921.1
46384516,839.0
46384558,834.6
46384649,645.3
46384691,609.7
46384750,82.9
46384751,638.3
46384753,570.2
46384898,720.1
46384958,726.8
46385039,629.1
46385060,651.2
46385141,619.7
46385154,584.6
46385170,790.0
46385543,996.9
46385545,955.0
46385547,965.5
46385548,860.2
46385551,1005.0
46385552,1056.8
46385554,901.9
46385556,935.0
46385557,929.6
46385558,798.0
46385559,846.8
46385560,1049.9
46385561,864.3
46385562,664.9
46385563,871.9
46385566,1124.6
46385567,1117.8
46385568,1069.0
46385710,787.4
46385719,676.7
46385724,769.1
46385731,887.5
46385732,773.1
46385752,652.2
46385753,739.6
46385754,739.2
46385756,995.3
46385757,868.0
46385758,1047.8
46385759,998.9
46385761,829.6
46385762,957.2
46385763,1049.0
46386655,651.4
46386735,679.0
46386744,667.2
46386828,682.8
46386872,889.7
46386983,757.4
46387137,1041.4
46387142,808.1
46387143,802.7
46387156,676.5
46387174,638.2
46387177,676.0
46387178,676.0
46387191,698.9
46387195,643.1
46387210,610.9
46387353,787.4
46387354,793.1
46387380,622.1
46387396,660.9
46387397,643.0
46387400,617.0
46387415,600.7
46387420,637.1
46387424,967.2
46387430,710.6
46387432,650.6
46387433,660.9
46387443,643.0
46387475,656.0
46387488,926.2
46387496,1013.9
46387720,1080.3
46387721,1067.1
46387722,927.7
46387723,948.1
46387728,1064.5
46387731,944.6
46387733,1016.8
46387734,977.5
46387742,842.3
46387745,922.7
46387750,969.0
46387754,897.6
46387755,896.6
46387756,624.6
46387757,1068.2
46387761,970.6
46387767,1141.3
46387771,662.6
46387777,1036.1
46387779,859.4
46387784,870.0
46387791,972.5
46387793,970.6
46387798,1122.2
46387812,1086.7
46387827,907.2
46387840,633.7
46387847,1094.9
46387858,960.1
46387882,945.4
46387889,1087.6
46387898,986.6
46387902,662.6
46387915,650.2
46387933,784.4
46388360,711.4
46388446,652.5
46388454,673.1
46388456,635.3
46388457,652.5
46388460,619.9
46388471,647.6
46388474,665.1
46388475,627.1
46388477,636.4
46388482,805.6
46388486,733.5
46388487,740.7
46388497,699.1
46388505,713.5
46388510,1086.2
46388511,737.6
46388512,762.4
46388634,1234.9
46388635,1229.4
46388641,1001.8
46389052,603.0
46389054,639.9
46389079,597.1
46389080,619.9
46389293,1008.3
46389311,898.5
46389312,845.3
46389313,895.9
46389316,957.6
46389332,1046.4
46389339,922.7
46389340,989.6
46389341,946.9
46389342,1008.2
46389344,1121.0
46389345,1037.9
46389347,1023.1
46389351,973.2
46389365,772.1
46389371,718.5
46389375,793.6
46389379,724.6
46389380,610.5
46389381,595.3
46389387,1044.8
46389388,629.5
46389390,696.5
46389391,642.0
46389392,588.1
46389395,642.0
46389410,604.1
46389412,635.7
46389413,596.5
46389415,583.9
46389416,624.9
46389420,595.3
46389426,593.8
46389427,662.6
46389437,618.4
46389438,606.6
46389475,626.6
46389497,622.9
46389498,588.1
46389505,608.5
46389506,627.0
46389513,627.4
46389527,593.4
46389529,580.6
46389533,585.1
46389537,630.6
46389538,632.4
46389539,578.8
46389541,590.2
46389549,598.4
46389550,582.7
46389552,741.9
46389553,616.0
46389556,640.7
46389557,616.4
46389559,624.3
46389565,589.2
46389571,617.1
46389572,591.5
46389573,621.0
46389574,607.4
46389575,609.7
46389577,649.4
46389580,617.8
46389581,602.8
46389584,632.0
46389586,621.0
46389589,602.4
46389744,953.3
46389745,1103.7
46389757,1097.8
46389759,932.7
46389761,1025.9
46389764,984.5
46389767,1033.1
46389772,1089.0
46389775,994.6
46389776,968.9
46389781,1040.6
46389786,994.0
46389792,1021.7
46389794,1067.1
46389807,942.6
46389843,954.0
46389851,784.3
46389854,732.6
46389862,1192.3
46389863,1140.9
46389976,814.5
46390050,725.0
46390051,791.7
46390056,797.4
46390058,740.5
46390059,782.8
46390060,767.9
46390072,630.7
46390086,595.8
46390094,755.1
46390095,753.3
46390096,981.4
46390098,731.6
46390099,916.6
46390108,1095.6
46390109,928.4
46390110,1074.6
46390112,912.4
46390114,881.3
46390115,983.8
46390116,765.4
46390119,775.6
46390120,1010.1
46390123,1076.8
46390125,981.8
46390126,921.8
46390127,892.6
46390128,877.0
46390129,997.1
46390130,1066.4
46390131,1005.5
46390132,1022.0
46390133,881.5
46390134,694.9
46390135,863.1
46390136,913.3
46390137,889.1
46390138,962.9
46390139,738.0
46390140,922.1
46390141,855.1
46390142,851.9
46390143,955.1
46390144,1004.4
46390145,974.6
46390146,872.4
46390147,857.8
46390148,981.4
46390225,586.4
46390228,1130.4
46390260,1422.0
46390264,1250.7
46390292,1351.3
46390370,574.7
46390383,620.0
46390396,614.4
46390550,871.0
46390551,869.8
46390552,1036.5
46390554,907.9
46390555,817.0
46390556,976.4
46390557,942.6
46390558,977.4
46390559,947.6
46390560,922.7
46390561,965.7
46390562,757.6
46390563,898.1
46390564,888.2
46390565,1041.6
46390566,942.1
46390567,918.8
46390568,740.0
46390569,829.1
46390570,843.0
46390571,821.6
46390572,922.5
46390573,922.8
46390574,905.3
46390575,1051.7
46390576,971.6
46390577,977.1
46390579,1082.9
46390580,1080.6
46390581,1074.3
46390582,1098.0
46390584,1113.7
46390586,814.9
46390587,858.9
46390588,854.1
46390589,842.6
46390590,834.1
46390591,793.7
46390592,814.4
46390593,772.9
46390594,750.1
46390595,884.1
46390596,717.2
46390599,688.1
46390601,691.7
46390602,754.2
46390603,801.6
46390604,861.9
46390605,948.0
46390606,825.5
46390607,775.3
46390610,752.5
46390611,729.1
46390612,837.3
46390613,818.7
46390614,765.1
46390615,810.0
46390617,774.5
46390618,613.2
46390619,732.5
46390620,697.1
46390622,754.2
46390623,693.9
46390624,753.4
46390626,812.1
46390628,760.5
46390630,745.6
46390633,730.8
46390634,717.3
46390635,708.9
46390636,818.3
46390637,725.4
46390638,765.8
46390639,703.3
46390640,590.0
46390641,903.1
46390642,917.9
46390643,944.4
46390644,740.7
46390645,707.4
46390646,877.6
46390647,760.5
46390648,724.7
46390649,762.5
46390650,805.3
46390651,754.2
46390652,818.3
46390653,740.5
46390654,641.7
46390655,830.9
46390657,818.3
46390658,814.2
46390660,596.0
46390661,901.4
46390662,735.7
46390663,725.4
46390664,735.9
46390665,803.8
46390667,871.9
46390668,762.5
46390669,793.1
46390671,775.5
46390672,777.9
46390673,729.6
46390674,713.7
46390675,803.8
46390676,825.8
46390677,795.4
46390678,814.5
46390680,810.5
46390682,838.5
46390683,705.4
46390684,810.8
46390685,783.6
46390687,738.1
46390688,892.6
46390690,881.6
46390691,749.2
46390692,740.7
46390693,621.6
46390695,789.6
46390696,753.0
46390697,730.6
46390698,857.3
46390699,794.8
46390701,765.5
46390702,779.3
46390703,712.1
46390704,742.6
46390705,743.0
46390706,800.3
46390707,762.5
46390708,782.2
46390709,725.0
46390715,765.1
46390726,811.7
46390734,913.0
46390736,854.9
46390741,863.0
46390746,1096.0
46390747,1011.2
46390749,805.5
46390750,980.3
46390751,736.2
46390752,955.4
46390753,740.5
46390754,642.9
46390756,903.8
46390757,855.8
46390760,906.1
46390761,636.8
46390807,808.5
46390814,645.2
46390815,726.1
46390816,872.1
46390824,744.0
46390831,727.9
46390833,810.2
46390839,752.1
46390851,780.1
46390854,748.0
46390866,1043.0
46390867,1023.9
46390869,945.4
46390903,784.3
46390904,898.9
46390906,852.0
46390907,806.4
46390908,864.4
46391045,997.3
46391059,902.4
46391060,755.1
46391128,719.6
46391132,613.7
46391133,620.0
46391136,634.1
46391137,731.2
46391138,671.5
46391139,653.8
46391140,684.9
46391141,668.8
46391142,645.8
46391143,635.2
46391144,634.5
46391145,694.4
46391146,645.2
46391147,649.2
46391148,666.0
46391149,658.3
46391150,645.8
46391151,1107.5
46391152,626.6
46391153,677.9
46391154,640.5
46391155,649.2
46391156,678.4
46391158,641.0
46391159,627.5
46391160,705.2
46391161,668.8
46391162,694.4
46391163,649.5
46391164,663.4
46391165,661.2
46391166,643.5
46391167,633.9
46391168,661.2
46391169,703.9
46391170,648.6
46391171,619.7
46391172,632.4
46391173,663.8
46391174,621.2
46391175,665.6
46391176,617.9
46391177,632.0
46391179,680.6
46391180,605.0
46391182,608.4
46391183,692.9
46391184,569.2
46391185,667.1
46391186,759.2
46391187,710.9
46391188,688.4
46391189,671.8
46391190,710.7
46391191,680.6
46391192,644.5
46391193,759.2
46391194,701.3
46391195,664.4
46391196,704.2
46391197,741.0
46391198,710.7
46391199,670.2
46391200,647.0
46391201,716.0
46391202,676.0
46391204,688.0
46391206,649.2
46391210,685.3
46391212,710.7
46391213,670.2
46391218,661.2
46391219,680.8
46391221,688.6
46391222,656.6
46391223,737.6
46391224,714.6
46391227,638.5
46391228,641.7
46391229,670.0
46391230,716.0
46391232,696.1
46391233,640.5
46391234,658.4
46391236,637.2
46391237,648.5
46391240,697.6
46391241,692.0
46391242,699.7
46391244,801.1
46391245,716.7
46391246,709.1
46391248,703.2
46391250,672.8
46391251,687.8
46391253,682.9
46391254,801.1
46391255,730.9
46391256,737.6
46391257,741.0
46391258,703.2
46391259,684.4
46391260,679.1
46391261,759.2
46391263,719.7
46391265,640.5
46391267,715.8
46391269,714.6
46391270,708.2
46391274,740.6
46391276,705.2
46391277,692.2
46391278,728.0
46391280,668.6
46391281,680.5
46391282,714.6
46391284,641.4
46391286,695.2
46391287,731.6
46391288,741.7
46391290,761.8
46391291,727.1
46391292,801.7
46391294,703.2
46391295,743.6
46391296,656.6
46391297,708.9
46391299,685.6
46391300,784.8
46391301,737.6
46391302,741.0
46391303,718.8
46391304,710.3
46391305,697.7
46391306,759.2
46391307,678.5
46391309,730.5
46391310,715.8
46391311,739.1
46391312,710.7
46391313,710.3
46391315,711.8
46391316,688.0
46391317,754.7
46391318,671.8
46391320,710.3
46391322,665.8
46391324,1211.2
46391326,689.2
46391327,642.6
46391329,743.3
46391330,708.7
46391332,790.7
46391333,712.1
46391334,660.0
46391335,708.7
46391336,700.6
46391337,662.7
46391338,754.4
46391339,664.9
46391340,685.9
46391341,720.7
46391342,707.8
46391343,672.8
46391344,668.4
46391345,655.2
46391346,675.4
46391347,692.1
46391348,658.8
46391350,692.6
46391351,644.1
46391352,693.0
46391353,705.2
46391354,681.0
46391355,702.9
46391356,674.5
46391357,743.4
46391358,678.0
46391359,686.1
46391360,672.4
46391361,723.1
46391362,681.0
46391363,645.5
46391364,655.3
46391365,743.4
46391366,666.3
46391367,652.5
46391369,628.0
46391370,608.5
46391371,668.9
46391372,609.8
46391373,722.1
46391374,723.0
46391375,743.9
46391376,694.3
46391377,723.1
46391378,687.7
46391379,682.6
46391380,717.1
46391381,643.8
46391382,680.1
46391407,844.0
46391418,879.0
46391437,692.8
46391444,781.3
46391448,736.2
46391455,711.8
46391456,774.1
46391461,923.8
46391462,1008.0
46391463,1063.6
46391466,1142.1
46391467,854.0
46391468,754.5
46391469,865.7
46391472,923.8
46391473,1008.0
46391474,1063.6
46391479,1142.1
46391480,854.0
46391481,745.1
46391482,860.6
46391486,1215.4
46391488,1002.8
46391489,1068.2
46391490,1139.9
46391493,1216.7
46391494,750.2
46391500,938.5
46391501,1015.7
46391502,1111.9
46391504,1155.7
46391506,752.7
46391507,712.7
46391513,919.2
46391514,1032.3
46391515,1086.2
46391518,1137.1
46391520,703.1
46391530,601.7
46391535,647.5
46391546,659.1
46391549,764.0
46391550,970.6
46391551,856.7
46391589,735.2
46391590,649.0
46391600,709.4
46391601,741.7
46391606,793.6
46391607,782.1
46391608,820.0
46391610,817.0
46391633,821.0
46391634,720.4
46391635,884.3
46391888,678.4
46392017,769.0
46392029,682.2
46392050,778.0
46392067,648.0
46392102,1018.3
46392140,1091.4
46392141,1071.4
46392156,1094.6
46392167,840.7
46392168,1112.9
46392169,1123.2
46392185,1016.2
46392206,1151.5
46392207,1130.3
46392208,1069.1
46392220,1051.8
46392224,861.3
46392225,658.5
46392230,881.0
46392231,1095.7
46392246,666.3
46392250,958.1
46392258,1064.9
46392265,945.6
46392266,1095.7
46392267,887.8
46392268,899.9
46392269,826.1
46392272,1219.3
46392273,886.1
46392274,667.7
46392277,765.5
46392282,1154.3
46392284,1253.5
46392288,1285.6
46392292,1089.0
46392293,1211.2
46392294,1062.3
46392299,1140.2
46392305,1095.2
46392306,1228.6
46392309,1079.8
46392311,894.2
46392312,1197.0
46392313,1124.0
46392316,1263.6
46392319,1192.1
46392320,791.7
46392321,1071.6
46392322,837.0
46392323,1151.2
46392324,1075.3
46392325,687.1
46392327,968.9
46392328,1033.0
46392330,1068.7
46392331,1165.3
46392332,1016.6
46392333,1064.9
46392336,880.3
46392337,1115.0
46392340,1095.3
46392342,1089.0
46392344,1258.3
46392345,983.6
46392346,1064.9
46392347,651.4
46392350,859.6
46392351,850.4
46392352,1196.5
46392354,809.7
46392356,1095.3
46392357,1018.1
46392362,1167.6
46392363,848.6
46392365,1149.9
46392366,651.5
46392371,1224.3
46392373,714.3
46392374,658.8
46392375,1046.9
46392376,1109.3
46392377,1016.7
46392378,1002.7
46392379,743.5
46392380,1197.0
46392381,1136.7
46392391,997.4
46392433,661.5
46392436,687.6
46392442,640.5
46392464,1287.1
46392474,1184.6
46392478,989.3
46392481,680.4
46392483,1047.9
46392485,960.4
46392489,1287.1
46392493,1138.7
46392743,1095.7
46392748,1101.3
46392750,1114.1
46392751,905.7
46392755,1194.5
46392761,1155.2
46392762,1209.3
46392763,1147.0
46392765,1154.0
46392766,1274.3
46392768,1167.6
46392770,1233.8
46392772,1171.7
46392773,1268.7
46392776,1330.1
46392777,1153.6
46392781,1278.7
46392782,1105.2
46392784,1256.6
46392788,1281.4
46392794,887.8
46392795,1306.6
46392798,1228.8
46392799,1176.8
46392800,1166.9
46392802,1330.1
46392803,1367.5
46392805,1307.2
46392824,1067.5
46392832,1099.6
46392834,1083.1
46392837,1098.7
46392838,1048.6
46392842,1045.7
46392860,1180.6
46392862,1236.7
46392866,1258.6
46392867,1167.2
46392870,1235.1
46392871,1111.2
46392872,1184.2
46392875,1176.1
46392877,1197.1
46392893,1218.7
46392894,1036.8
46392900,1237.6
46392904,1237.4
46392905,1182.5
46392908,1257.0
46392909,1114.5
46392910,1192.1
46392913,1201.6
46392915,1189.5
46392976,1321.8
46392988,1165.1
46392994,1058.6
46393001,710.5
46393004,795.9
46393006,748.0
46393011,1191.3
46393018,743.9
46393020,1188.7
46393025,1107.0
46393063,673.3
46393065,867.6
46393066,815.3
46393067,786.3
46393068,860.9
46393070,763.9
46393094,837.6
46393096,1021.8
46393100,882.1
46393110,837.8
46393112,831.1
46393114,769.5
46393121,1011.6
46393133,1027.8
46393134,1042.3
46393137,706.9
46393148,759.3
46393154,561.9
46393155,904.3
46393156,909.8
46393158,953.4
46393159,1012.2
46393160,828.6
46393161,798.9
46393163,887.9
46393164,748.3
46393165,856.7
46393172,809.3
46393173,815.9
46393178,848.9
46393179,715.2
46393184,944.5
46393185,904.3
46393186,676.4
46393192,1013.9
46393193,886.5
46393196,970.7
46393197,945.3
46393199,965.1
46393203,689.6
46393205,801.1
46393206,1048.6
46393208,814.0
46393214,837.6
46393231,702.7
46393240,834.6
46393242,758.7
46393250,711.1
46393251,719.8
46393252,709.1
46393262,807.4
46393264,690.0
46393265,707.7
46393266,767.4
46393268,765.4
46393269,746.2
46393271,765.5
46393274,793.1
46393276,711.1
46393277,729.8
46393278,872.1
46393280,712.2
46393283,749.8
46393285,770.8
46393287,782.7
46393288,700.6
46393289,829.6
46393291,751.5
46393292,785.8
46393294,761.4
46393296,787.7
46393298,883.9
46393370,687.2
46393391,1005.4
46393392,1068.9
46393394,902.0
46393395,979.6
46393396,848.9
46393397,851.7
46393399,647.7
46393401,889.0
46393402,981.7
46393403,643.7
46393404,1098.7
46393405,753.9
46393407,1014.5
46393408,883.8
46393409,939.3
46393410,952.0
46393412,977.1
46393413,1091.6
46393414,917.1
46393415,991.3
46393416,825.9
46393418,861.8
46393419,804.5
46393421,730.2
46393422,804.5
46393423,819.8
46393424,578.3
46393426,826.2
46393427,605.2
46393487,781.4
46393516,806.5
46393700,742.9
46393702,919.9
46393703,1161.5
46393704,937.9
46393705,1181.0
46393706,1199.2
46393707,1271.1
46393708,1129.0
46393709,1092.8
46393710,926.7
46393711,1079.0
46393828,872.1
46393860,881.5
46393879,777.6
46393892,969.9
46393900,867.2
46393920,894.4
46393924,796.2
46393930,966.6
46394042,666.5
46394127,611.8
46394141,738.5
46394170,774.7
46394171,807.1
46394173,730.8
46394180,770.5
46394182,759.8
46394228,893.1
46394230,866.2
46394231,839.5
46394232,894.1
46394233,704.9
46394234,810.3
46394235,858.5
46394236,900.3
46394238,895.4
46394239,757.0
46394240,807.5
46394241,952.7
46394242,878.7
46394243,938.2
46394244,902.8
46394246,743.2
46394247,765.3
46394248,899.1
46394249,816.6
46394250,918.7
46394251,882.3
46394252,944.9
46394254,942.2
46394255,1032.6
46394256,807.9
46394257,620.4
46394285,1025.4
46394293,1215.4
46394315,953.2
46394316,1330.3
46394317,1332.5
46394318,1344.2
46394319,1326.9
46394320,1011.5
46394464,1091.7
46394466,907.3
46394471,1150.1
46394472,817.0
46394473,971.0
46394474,998.6
46394477,899.2
46394482,1002.5
46394483,916.3
46394484,958.8
46394485,946.0
46394486,869.3
46394487,976.5
46394488,991.0
46394489,936.3
46394491,1095.0
46394492,909.6
46394493,930.9
46394501,996.3
46394503,777.0
46394505,853.1
46394506,992.8
46394512,777.1
46394514,778.9
46394551,643.0
46394566,762.4
46394620,937.8
46394626,836.8
46394639,766.5
46394642,617.4
46394643,737.1
46394650,660.6
46394670,848.6
46394671,639.0
46394683,776.8
46394694,852.0
46394696,998.4
46394703,906.6
46394705,909.8
46394708,1000.5
46394709,672.9
46394710,1033.9
46394712,873.3
46394713,884.1
46394719,907.5
46394722,865.9
46394726,1134.1
46394732,672.9
46394733,1030.9
46394737,640.4
46394742,1016.8
46394744,805.0
46394748,889.2
46394758,646.8
46394765,826.6
46394766,1038.9
46394769,665.6
46394787,860.5
46394797,707.5
46394806,957.7
46394808,774.5
46394815,866.8
46394816,859.9
46394818,675.6
46394824,81.3
46394829,699.6
46394843,728.6
46394862,607.4
46394875,1045.2
46394922,1081.2
46394936,948.8
46394938,616.4
46395070,1040.1
46395111,757.0
46395117,796.6
46395122,557.4
46395128,714.9
46395163,558.4
46395178,745.1
46395183,784.1
46395283,724.4
46395284,698.1
46395300,615.5
46395308,986.7
46395341,1087.5
46395374,1094.5
46395382,715.0
46395387,921.7
46395411,1142.4
46395420,660.1
46395632,822.8
46395633,729.2
46395636,657.6
46395637,647.9
46395650,685.9
46395652,724.8
46395946,705.8
46395948,886.4
46395956,832.2
46395957,851.6
46395959,832.7
46395960,846.9
46395964,795.2
46395976,869.4
46395977,819.4
46395978,896.4
46395991,751.4
46395994,817.3
46395998,826.3
46395999,871.2
46396002,761.5
46396003,812.4
46396007,903.8
46396011,849.8
46396012,732.5
46396013,813.7
46396020,833.7
46396024,706.3
46396025,695.9
46396029,800.3
46396030,776.0
46396032,774.6
46396033,764.3
46396039,741.3
46396041,742.5
46396043,746.3
46396044,727.5
46396046,740.4
46396048,724.1
46396051,832.5
46396053,701.4
46396055,764.3
46396056,829.7
46396057,742.5
46396058,765.5
46396063,801.5
46396065,740.4
46396068,820.0
46396072,693.5
46396073,800.2
46396074,785.0
46396077,752.0
46396078,802.0
46396080,725.9
46396086,784.4
46396087,878.1
46396088,701.4
46396092,793.1
46396093,785.0
46396106,1063.9
46396113,780.2
46396187,851.5
46396188,1283.4
46396213,868.1
46396281,749.2
46396289,1347.3
46396293,946.8
46396314,933.2
46396325,1229.4
46396343,1195.9
46396345,775.1
46396357,1317.8
46396361,1267.5
46396362,857.1
46396371,890.6
46396373,1119.1
46396392,1032.1
46396393,1002.3
46396401,1114.3
46396405,1096.3
46396422,1187.2
46396426,751.5
46396434,964.0
46396447,989.9
46396449,1277.3
46396451,1326.9
46396452,782.6
46396454,791.1
46396455,779.7
46396482,712.9
46396485,799.4
46396495,725.9
46396496,710.9
46396497,676.3
46396498,755.4
46396500,746.7
46396501,85.3
46396503,710.9
46396504,591.6
46396505,86.5
46396582,88.8
46396675,636.3
46396742,850.0
46396743,923.6
46396745,564.9
46396838,778.3
46396846,1012.6
46396849,1003.4
46396850,949.6
46396851,937.6
46396853,1058.8
46396855,837.3
46396856,1051.6
46396859,1177.5
46396860,1164.7
46396861,1100.5
46396862,1115.2
46396863,1111.6
46396868,1006.0
46396870,1198.5
46396871,1147.1
46396873,1172.4
46396879,1108.3
46396882,1205.1
46396884,1160.8
46396885,1092.5
46396886,1100.5
46396887,1112.7
46396889,1129.1
46396891,1056.3
46396894,1114.6
46396895,1130.0
46396896,1180.0
46396898,1136.5
46396901,1100.5
46396904,1239.1
46396905,1177.6
46396906,1117.7
46396908,1303.9
46396911,1220.4
46396914,1192.1
46396918,1160.7
46396920,1254.1
46396921,1164.5
46396922,1321.7
46396923,1025.1
46396925,1140.0
46396926,1177.5
46396928,1152.6
46396929,1135.9
46396930,1239.1
46396931,1101.6
46396933,1200.6
46396934,1179.6
46396936,1030.2
46396937,1255.5
46396939,1123.5
46396940,1239.1
46396941,1101.6
46396942,997.0
46396943,1215.7
46396944,1138.5
46396949,1160.8
46396952,1092.5
46396954,1182.9
46396958,1239.1
46396959,1111.6
46396961,1088.7
46396962,1172.5
46396965,1303.9
46396966,1121.0
46396967,1160.8
46396968,1180.0
46396969,1114.1
46396974,524.5
46397003,669.6
46397020,641.9
46397043,1163.2
46397044,1069.5
46397046,955.9
46397047,879.5
46397048,892.7
46397049,913.4
46397050,987.1
46397052,955.9
46397054,822.5
46397055,848.9
46397056,879.0
46397153,764.9
46397156,754.6
46397175,783.5
46397186,878.9
46397193,875.6
46397194,925.1
46397197,943.2
46397201,905.4
46397261,1157.1
46397314,1027.2
46397316,1103.9
46397320,1015.8
46397327,898.4
46397330,959.9
46397411,855.8
46398810,610.9
46482419,713.0
46487789,768.9
46487965,850.3
46488563,797.0
46489242,955.4
46489470,835.8
46489525,1035.8
46491976,980.3
46498252,1068.1
46500431,975.4
46500724,929.2
46500766,635.0
46502998,582.5
46502999,835.7
46503012,689.1
46503013,1009.4
46503019,696.6
46503023,730.8
46503037,581.3
46503045,699.9
46503046,1168.4
46503054,682.1
46503079,635.9
46503093,595.6
46503094,958.3
46503096,961.7
46503288,973.3
46503533,562.8
46503562,907.4
46503571,707.4
46504441,615.9
46506319,804.6
