"","Pubchem","System","mmass","rt","model_prediction"
"433",2160,"Eawag_XBridgeC18",277.183049741,8.6,11.9271923828125
"434",2164,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",226.131742452,4.604166667,10.4096980794271
"435",2180,"FEM_long",457.158410711,19.3,9.88967529296875
"436",2206,"Eawag_XBridgeC18",188.094963016,4.6,9.01742431640625
"437",2206,"UFZ_Phenomenex",188.094963016,17,9.01742431640625
"438",2230,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",155.094628665,4.15555,0.999000447591146
"439",2249,"UFZ_Phenomenex",266.16304258,6.7,1.38049530029297
"440",2249,"Eawag_XBridgeC18",266.16304258,2,1.38049530029297
"441",2256,"UFZ_Phenomenex",215.09377318,23.3,12.0671012369792
"442",2256,"Eawag_XBridgeC18",215.09377318,8.3,12.0671012369792
"443",2266,"LIFE_old",188.104859,2.261216667,13.3383487955729
"444",2266,"LIFE_new",188.104859,3.626366667,13.3383487955729
"445",2266,"IPB_Halle",188.104859,5.3534,13.3383487955729
"446",2266,"MTBLS36",188.104859,9.611154139,13.3383487955729
"447",2345,"FEM_long",212.083729628,43.5,17.1777180989583
"448",2353,"MPI_Symmetry",336.123583069,9.8999,13.5753540039063
"449",2355,"MPI_Symmetry",216.042258738,14.45926667,16.739130859375
"450",2371,"FEM_long",456.360345406,53.2,17.8586930338542
"451",2519,"Eawag_XBridgeC18",194.080375584,4,9.80903076171875
"452",2519,"IPB_Halle",194.080375584,3.4563,9.80903076171875
"453",2519,"MTBLS87",194.080375584,3.8,9.80903076171875
"454",2519,"RIKEN",194.080375584,1.24,9.80903076171875
"455",2519,"FEM_long",194.080375584,20.37,9.80903076171875
"456",2519,"MTBLS20",194.080375584,5.6,9.80903076171875
"457",2519,"LIFE_old",194.080375584,1.65485,9.80903076171875
"458",2519,"UFZ_Phenomenex",194.080375584,16.1,9.80903076171875
"459",2519,"LIFE_new",194.080375584,3.130666667,9.80903076171875
"460",2520,"Eawag_XBridgeC18",454.283157714,7.3,11.9587044270833
"461",2520,"UFZ_Phenomenex",454.283157714,20.9,11.9587044270833
"462",2526,"MTBLS36",172.013674532,1.531232221,6.30657307942708
"463",2526,"MTBLS87",172.013674532,12.2,6.30657307942708
"464",2541,"Eawag_XBridgeC18",440.159688536,9.3,13.2320182291667
"465",2554,"Eawag_XBridgeC18",236.094963016,7.8,13.3872143554687
"466",2554,"UFZ_Phenomenex",236.094963016,21.9,13.3872143554687
"467",2576,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",260.173607266,6.999883333,17.00462890625
"468",2678,"UFZ_Phenomenex",388.155370383,23,12.3415185546875
"469",2678,"Eawag_XBridgeC18",388.155370383,9.3,12.3415185546875
"470",2730,"Eawag_XBridgeC18",348.926283546,16,17.748115234375
"471",2757,"FEM_long",294.173213336,19.15,3.65861043294271
"472",2764,"UFZ_Phenomenex",331.133219662,16.4,11.1245068359375
"473",2764,"Eawag_XBridgeC18",331.133219662,4.5,11.1245068359375
"474",2771,"Eawag_XBridgeC18",324.163791509,6.6,10.9268391927083
"475",2771,"UFZ_Phenomenex",324.163791509,20,10.9268391927083
"476",2812,"Eawag_XBridgeC18",344.108026261,8.8,13.9193505859375
"477",2901,"RIKEN",129.078978601,0.32,9.11117513020833
"478",2907,"UFZ_Phenomenex",260.02481966,20.3,11.8190364583333
"479",2907,"Eawag_XBridgeC18",260.02481966,6.3,11.8190364583333
"480",2969,"FEM_lipids",172.146329884,0,16.0581819661458
"481",2969,"FEM_long",172.146329884,45.615,16.0581819661458
"482",3016,"UFZ_Phenomenex",284.071640755,24.4,14.071220703125
"483",3016,"Eawag_XBridgeC18",284.071640755,10.1,14.071220703125
"484",3017,"Eawag_XBridgeC18",304.10104975,13,12.6102864583333
"485",3017,"UFZ_Phenomenex",304.10104975,26.3,12.6102864583333
"486",3026,"UFZ_Phenomenex",278.151809192,27.1,22.1571142578125
"487",3033,"UFZ_Phenomenex",295.016684015,26,17.0541455078125
"488",3033,"Eawag_XBridgeC18",295.016684015,12.8,17.0541455078125
"489",3039,"UFZ_Phenomenex",219.945900638,21.4,9.08331705729167
"490",3100,"UFZ_Phenomenex",255.162314299,20,11.2991267903646
"491",3102,"FEM_long",182.073164942,39.1,15.1316959635417
"492",3220,"MTBLS38",270.05282343,10.72618087,13.2357698567708
"493",3220,"FEM_long",270.05282343,46.405,13.2357698567708
"494",3339,"Eawag_XBridgeC18",360.112836867,18.3,19.9696891276042
"495",3339,"Eawag_XBridgeC18",360.112836867,15.7,19.9696891276042
"496",3385,"Eawag_XBridgeC18",130.017855555,1,7.76730143229167
"497",3440,"Eawag_XBridgeC18",330.007719869,6.8,11.8615665690104
"498",3440,"UFZ_Phenomenex",330.007719869,21.1,11.8615665690104
"499",3469,"FEM_long",154.026608673,17,8.64358968098958
"500",3469,"RIKEN",154.026608673,1.25,8.64358968098958
"501",3473,"UniToyama_Atlantis",294.18310932,20.738717,15.7763736979167
"502",3520,"FEM_long",59.048347175,1.3,0.0450315189361572
"503",3611,"RIKEN",164.083729628,1.49,10.2051009114583
"504",3639,"Eawag_XBridgeC18",296.964474846,2.2,8.11118326822917
"505",3676,"Eawag_XBridgeC18",234.173213336,4.2,2.07630594889323
"506",3676,"UFZ_Phenomenex",234.173213336,14.5,2.07630594889323
"507",3690,"Eawag_XBridgeC18",260.02481966,6.3,11.3206673177083
"508",3715,"Eawag_XBridgeC18",357.076785712,12.9,16.9893326822917
"509",3749,"Eawag_XBridgeC18",428.232459548,9.2,14.0756070963542
"510",3821,"Eawag_XBridgeC18",237.092041846,4.6,9.3686767578125
"511",3825,"Eawag_XBridgeC18",254.094294314,9.6,14.6457877604167
"512",3825,"UFZ_Phenomenex",254.094294314,23.4,14.6457877604167
"513",3825,"UFZ_Phenomenex",254.094294314,23.8,14.6457877604167
"514",3830,"LIFE_new",215.080709935,3.0295,6.77878784179688
"515",3830,"MPI_Symmetry",215.080709935,6.573883333,6.77878784179688
"516",3830,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",215.080709935,0.909566667,6.77878784179688
"517",3845,"MTBLS20",189.042593095,5.5,9.38511881510417
"518",3845,"MTBLS20",189.042593095,5.4,9.38511881510417
"519",3845,"RIKEN",189.042593095,1.19,9.38511881510417
"520",4032,"RIKEN",167.167399677,1.35,10.8282112630208
"521",4044,"UFZ_Phenomenex",241.110278729,27,15.45671875
"522",4044,"Eawag_XBridgeC18",241.110278729,14.5,15.45671875
"523",4091,"UFZ_Phenomenex",129.101445377,2.1,0.455129750569661
"524",4091,"Eawag_XBridgeC18",129.101445377,2.06,0.455129750569661
"525",4091,"RIKEN",129.101445377,0.21,0.455129750569661
"526",4091,"Eawag_XBridgeC18",129.101445377,0.8,0.455129750569661
"527",4095,"Eawag_XBridgeC18",309.209264491,8.4,12.3068033854167
"528",4133,"FEM_long",152.047344122,34.5,12.2974983723958
"529",4168,"Eawag_XBridgeC18",299.14005467,4.3,6.7064208984375
"530",4171,"Eawag_XBridgeC18",267.183443671,5.1,8.25720296223958
"531",4171,"UFZ_Phenomenex",267.183443671,17,8.25720296223958
"532",4173,"Eawag_XBridgeC18",171.064391169,2.1,1.95288350423177
"533",4462,"LIFE_old",250.120509064,3.9242,14.6364827473958
"534",4462,"LIFE_new",250.120509064,4.474333333,14.6364827473958
"535",4632,"Eawag_XBridgeC18",228.07864425,12.1,13.712744140625
"536",4644,"RIKEN",152.033425392,0.7,5.39957153320313
"537",4671,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",299.282429433,14.02498333,13.8931282552083
"538",4671,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",299.282429433,13.86035,13.8931282552083
"539",4679,"Eawag_XBridgeC18",383.075133083,6.6,12.1082633463542
"540",4687,"LIFE_old",180.06472552,1.449075,9.35074869791667
"541",4687,"RIKEN",180.06472552,1.15,9.35074869791667
"542",4687,"LIFE_new",180.06472552,2.55745,9.35074869791667
"543",4737,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",226.131742452,4.604166667,10.9453304036458
"544",4788,"INRA_QTOF",274.084123558,11.4,13.6000325520833
"545",4788,"UniToyama_Atlantis",274.084123558,16.235,13.6000325520833
"546",4788,"Qtof-PFEM",274.084123558,11.4,13.6000325520833
"547",4788,"FEM_short",274.084123558,21.06,13.6000325520833
"548",4788,"FEM_orbitrap_plasma",274.084123558,9.74,13.6000325520833
"549",4828,"UFZ_Phenomenex",248.152477894,14,10.4421736653646
"550",4909,"UFZ_Phenomenex",218.105527702,18.4,12.0070100911458
"551",4909,"Eawag_XBridgeC18",218.105527702,5.4,12.0070100911458
"552",4946,"UFZ_Phenomenex",259.157228921,19.8,11.7748510742188
"553",4946,"Eawag_XBridgeC18",259.157228921,6.6,11.7748510742188
"554",5143,"Eawag_XBridgeC18",182.999013721,2.5,10.5703605143229
"555",5146,"MTBLS20",124.0524295,5.8,4.84431274414063
"556",5192,"RIKEN",202.120509064,1.58,13.8905712890625
"557",5192,"MTBLS20",202.120509064,7.6,13.8905712890625
"558",5202,"RIKEN",176.094963016,1.08,9.86953369140625
"559",5202,"MTBLS20",176.094963016,4.2,9.86953369140625
"560",5202,"FEM_long",176.094963016,11.1,9.86953369140625
"561",5202,"MTBLS20",176.094963016,4.3,9.86953369140625
"562",5202,"FEM_orbitrap_plasma",176.094963016,2.04,9.86953369140625
"563",5215,"Eawag_XBridgeC18",250.052446274,2.2,10.6212386067708
"564",5253,"Eawag_XBridgeC18",272.119463206,1.6,9.68199544270833
"565",5253,"UFZ_Phenomenex",272.119463206,4.8,9.68199544270833
"566",5255,"LIFE_new",304.090665498,0.863283333,9.97389322916667
"567",5255,"LIFE_old",304.090665498,1.276366667,9.97389322916667
"568",5281,"FEM_lipids",284.271530396,12,13.7648421223958
"569",5327,"Eawag_XBridgeC18",278.083746402,3.9,9.45328043619792
"570",5327,"UFZ_Phenomenex",278.083746402,15.7,9.45328043619792
"571",5329,"UFZ_Phenomenex",253.052111923,17,10.7388264973958
"572",5329,"Eawag_XBridgeC18",253.052111923,4.6,10.7388264973958
"573",5340,"Eawag_XBridgeC18",255.013617927,2.8,8.26237467447917
"574",5429,"FEM_long",180.06472552,15.3,8.81771484375
"575",5429,"MTBLS20",180.06472552,4.7,8.81771484375
"576",5429,"LIFE_old",180.06472552,1.369466667,8.81771484375
"577",5429,"MTBLS20",180.06472552,4.8,8.81771484375
"578",5429,"Qtof-PFEM",180.06472552,7.1,8.81771484375
"579",5429,"LIFE_new",180.06472552,2.1422,8.81771484375
"580",5429,"INRA_QTOF",180.06472552,7.12,8.81771484375
"581",5430,"UFZ_Phenomenex",201.036067929,15.5,11.6064396158854
"582",5564,"UFZ_Phenomenex",287.951162589,27,19.3569563802083
"583",5570,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",137.047678473,1.673583333,11.353837890625
"584",5570,"Qtof-PFEM",137.047678473,0.96,11.353837890625
"585",5570,"FEM_long",137.047678473,1.67,11.353837890625
"586",5570,"MTBLS38",137.047678473,1.729381008,11.353837890625
"587",5570,"MTBLS20",137.047678473,0.9,11.353837890625
"588",5570,"INRA_QTOF",137.047678473,0.96,11.353837890625
"589",5570,"RIKEN",137.047678473,0.19,11.353837890625
"590",5578,"UFZ_Phenomenex",290.137890462,14.9,10.26080078125
"591",5578,"Eawag_XBridgeC18",290.137890462,3.8,10.26080078125
"592",5610,"FEM_orbitrap_plasma",137.084063979,1.53,9.09571940104167
"593",5610,"FEM_long",137.084063979,6.2,9.09571940104167
"594",5610,"Cao_HILIC",137.084063979,10.46,9.09571940104167
"595",5610,"MPI_Symmetry",137.084063979,8.44655,9.09571940104167
"596",5610,"RIKEN",137.084063979,0.67,9.09571940104167
"597",5641,"FEM_long",89.047678473,7.1,7.12425048828125
"598",5656,"Eawag_XBridgeC18",277.204179113,6.2,8.74819986979167
"599",5699,"MTBLS20",205.037507717,5.2,8.71191162109375
"600",5699,"Cao_HILIC",205.037507717,9.54,8.71191162109375
"601",5743,"UFZ_Phenomenex",392.199902243,23.4,11.7830533854167
"602",5743,"Eawag_XBridgeC18",392.199902243,9.5,11.7830533854167
"603",5754,"LIFE_new",362.20932407,3.86625,13.6680875651042
"604",5754,"IPB_Halle",362.20932407,6.5559,13.6680875651042
"605",5754,"LIFE_old",362.20932407,2.63095,13.6680875651042
"606",5757,"UFZ_Phenomenex",272.177630012,24.4,17.575029296875
"607",5757,"OBSF",272.177630012,19.68,17.575029296875
"608",5770,"Eawag_XBridgeC18",608.273380888,8.3,13.0747249348958
"609",5770,"MPI_Symmetry",608.273380888,12.5681,13.0747249348958
"610",5780,"OBSF",182.07903818,0.68,10.7837906901042
"611",5780,"OBSF",182.07903818,0.69,10.7837906901042
"612",5789,"RIKEN",242.090271568,1.11,8.90247721354167
"613",5789,"MTBLS20",242.090271568,1,8.90247721354167
"614",5789,"OBSF",242.090271568,4.58,8.90247721354167
"615",5789,"OBSF",242.090271568,6.64,8.90247721354167
"616",5789,"MTBLS20",242.090271568,1.1,8.90247721354167
"617",5789,"Cao_HILIC",242.090271568,4.41,8.90247721354167
"618",5810,"LIFE_old",131.058243159,0.576516667,2.11329386393229
"619",5810,"Cao_HILIC",131.058243159,12.13,2.11329386393229
"620",5810,"RIKEN",131.058243159,0.17,2.11329386393229
"621",5810,"LIFE_new",131.058243159,0.47875,2.11329386393229
"622",5816,"LIFE_new",183.089543287,0.564433333,1.30013336181641
"623",5833,"Eawag_XBridgeC18",416.202130202,10.2,13.3469677734375
"624",5862,"LIFE_old",121.019749163,0.603116667,2.42297627766927
"625",5862,"Cao_HILIC",121.019749163,11.83,2.42297627766927
"626",5862,"OBSF",121.019749163,0.73,2.42297627766927
"627",5862,"LIFE_new",121.019749163,0.4912,2.42297627766927
"628",5870,"UFZ_Phenomenex",270.161979948,24.3,16.2471028645833
"629",5886,"MTBLS87",744.083277073,14.4,2.57202473958333
"630",5893,"MPI_Symmetry",664.116946663,1.196258333,3.48034138997396
"631",5893,"MTBLS87",664.116946663,11.9,3.48034138997396
"632",5950,"RIKEN",89.047678473,0.17,0.539582316080729
"633",5950,"FEM_orbitrap_plasma",89.047678473,0.99,0.539582316080729
"634",5950,"OBSF",89.047678473,0.68,0.539582316080729
"635",5950,"Cao_HILIC",89.047678473,12.1,0.539582316080729
"636",5951,"RIKEN",105.042593095,0.16,0.863266398111979
"637",5951,"OBSF",105.042593095,0.65,0.863266398111979
"638",5951,"MTBLS20",105.042593095,0.9,0.863266398111979
"639",5951,"FEM_orbitrap_plasma",105.042593095,1.02,0.863266398111979
"640",5951,"Cao_HILIC",105.042593095,13.25,0.863266398111979
"641",5957,"MTBLS87",506.995745159,13.8,2.49689676920573
"642",5958,"RIKEN",260.029718526,0.16,7.69409016927083
"643",5958,"MTBLS87",260.029718526,14.2,7.69409016927083
"644",5960,"MTBLS36",133.037507717,1.530801484,2.33516581217448
"645",5960,"Cao_HILIC",133.037507717,13.56,2.33516581217448
"646",5961,"Cao_HILIC",146.069142196,12.9,0.88717051188151
"647",5961,"RIKEN",146.069142196,0.17,0.88717051188151
"648",5962,"MTBLS87",146.105527702,23.3,0.477179921468099
"649",5962,"Cao_HILIC",146.105527702,15.9,0.477179921468099
"650",5962,"MTBLS38",146.105527702,1.2330942,0.477179921468099
"651",5962,"LIFE_old",146.105527702,0.509816667,0.477179921468099
"652",5962,"LIFE_new",146.105527702,0.403516667,0.477179921468099
"653",5962,"FEM_orbitrap_plasma",146.105527702,0.9,0.477179921468099
"654",5962,"MTBLS20",146.105527702,0.8,0.477179921468099
"655",5962,"MTBLS20",146.105527702,0.9,0.477179921468099
"656",5962,"RIKEN",146.105527702,0.15,0.477179921468099
"657",5984,"MTBLS36",180.063388116,1.571785339,8.91936360677083
"658",5988,"MTBLS36",342.116211546,1.767206776,9.12531494140625
"659",5988,"MTBLS36",342.116211546,1.910173279,9.12531494140625
"660",5988,"LIFE_new",342.116211546,0.5045,9.12531494140625
"661",5988,"LIFE_old",342.116211546,0.661333333,9.12531494140625
"662",5988,"MTBLS39",342.116211546,2.52103908,9.12531494140625
"663",5988,"MTBLS36",342.116211546,1.869518706,9.12531494140625
"664",5988,"RIKEN",342.116211546,0.22,9.12531494140625
"665",5988,"MTBLS36",342.116211546,2.274407403,9.12531494140625
"666",5994,"OBSF",314.224580204,10.11,18.1853580729167
"667",5994,"UFZ_Phenomenex",314.224580204,26.2,18.1853580729167
"668",5994,"FEM_lipids",314.224580204,2.7,18.1853580729167
"669",5997,"FEM_lipids",386.354866094,15.3,18.4173567708333
"670",6009,"UFZ_Phenomenex",231.137162181,7.8,8.59150390625
"671",6009,"Eawag_XBridgeC18",231.137162181,2.6,8.59150390625
"672",6013,"LIFE_new",288.20893014,4.322016667,16.096845703125
"673",6013,"UFZ_Phenomenex",288.20893014,25,16.096845703125
"674",6021,"FEM_orbitrap_plasma",268.080769514,1.595,9.436337890625
"675",6021,"Cao_HILIC",268.080769514,9.18,9.436337890625
"676",6021,"MTBLS87",268.080769514,8.2,9.436337890625
"677",6021,"LIFE_new",268.080769514,0.927066667,9.436337890625
"678",6021,"LIFE_old",268.080769514,0.846383333,9.436337890625
"679",6021,"LIFE_new",268.080769514,0.905966667,9.436337890625
"680",6021,"IPB_Halle",268.080769514,0.8391,9.436337890625
"681",6021,"LIFE_old",268.080769514,1.263916667,9.436337890625
"682",6022,"MTBLS87",427.029414749,12.4,3.06901529947917
"683",6029,"LIFE_old",244.069536126,0.785016667,5.0264208984375
"684",6029,"MTBLS38",244.069536126,5.665553308,5.0264208984375
"685",6029,"LIFE_old",244.069536126,1.15695,5.0264208984375
"686",6029,"MTBLS36",244.069536126,5.788483216,5.0264208984375
"687",6029,"FEM_orbitrap_plasma",244.069536126,1.39,5.0264208984375
"688",6029,"LIFE_new",244.069536126,0.730941667,5.0264208984375
"689",6029,"MTBLS87",244.069536126,7.1,5.0264208984375
"690",6029,"OBSF",244.069536126,2.2,5.0264208984375
"691",6029,"MTBLS38",244.069536126,5.6226106,5.0264208984375
"692",6029,"IPB_Halle",244.069536126,0.704316667,5.0264208984375
"693",6029,"RIKEN",244.069536126,0.66,5.0264208984375
"694",6029,"LIFE_new",244.069536126,0.767633333,5.0264208984375
"695",6030,"MTBLS87",324.035866536,12.6,1.76264790852865
"696",6030,"RIKEN",324.035866536,0.26,1.76264790852865
"697",6031,"MTBLS87",404.002196946,14,2.09865763346354
"698",6037,"FEM_orbitrap_plasma",441.139681375,4.975,9.37219075520833
"699",6037,"Cao_HILIC",441.139681375,11.38,9.37219075520833
"700",6041,"RIKEN",167.094628665,0.59,1.19285725911458
"701",6047,"Cao_HILIC",197.068807845,12.73,1.43478281656901
"702",6047,"FEM_orbitrap_plasma",197.068807845,1.235,1.43478281656901
"703",6047,"RIKEN",197.068807845,0.4,1.43478281656901
"704",6050,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",302.172938564,2.447066667,14.497001953125
"705",6057,"LIFE_old",181.073893223,0.79035,1.9210996500651
"706",6057,"LIFE_new",181.073893223,0.660766667,1.9210996500651
"707",6057,"FEM_orbitrap_plasma",181.073893223,1.57,1.9210996500651
"708",6057,"OBSF",181.073893223,2.17,1.9210996500651
"709",6057,"IPB_Halle",181.073893223,0.71555,1.9210996500651
"710",6057,"RIKEN",181.073893223,0.61,1.9210996500651
"711",6057,"OBSF",181.073893223,1.64,1.9210996500651
"712",6057,"FEM_orbitrap_urine",181.073893223,1.57,1.9210996500651
"713",6057,"OBSF",181.073893223,2.08,1.9210996500651
"714",6057,"LIFE_new",181.073893223,0.778566667,1.9210996500651
"715",6057,"MTBLS20",181.073893223,1.1,1.9210996500651
"716",6057,"LIFE_old",181.073893223,1.056533333,1.9210996500651
"717",6057,"Cao_HILIC",181.073893223,11.2,1.9210996500651
"718",6058,"FEM_orbitrap_plasma",77.029919919,0.99,3.18429626464844
"719",6072,"MPI_Symmetry",436.136946988,11.06375,10.9930973307292
"720",6072,"RIKEN",436.136946988,1.49,10.9930973307292
"721",6072,"Cao_HILIC",436.136946988,7.09,10.9930973307292
"722",6072,"PFR-TK72",436.136946988,6.77,10.9930973307292
"723",6076,"MTBLS20",329.052519653,1,1.58344767252604
"724",6076,"MTBLS87",329.052519653,7.1,1.58344767252604
"725",6083,"MTBLS87",347.063084339,11.5,2.05449890136719
"726",6083,"RIKEN",347.063084339,0.39,2.05449890136719
"727",6106,"RIKEN",131.094628665,0.53,1.46946482340495
"728",6106,"OBSF",131.094628665,2.53,1.46946482340495
"729",6106,"Cao_HILIC",131.094628665,9.5,1.46946482340495
"730",6106,"LIFE_new",131.094628665,0.971325,1.46946482340495
"731",6106,"LIFE_old",131.094628665,1.279783333,1.46946482340495
"732",6106,"LIFE_old",131.094628665,1.345233333,1.46946482340495
"733",6106,"LIFE_new",131.094628665,0.975716667,1.46946482340495
"734",6106,"IPB_Halle",131.094628665,0.794616667,1.46946482340495
"735",6112,"MTBLS36",206.043521072,2.279941036,10.2488509114583
"736",6115,"RIKEN",93.057849229,0.42,8.27540852864583
"737",6119,"LIFE_new",103.063328537,0.523783333,1.7456483968099
"738",6128,"UFZ_Phenomenex",286.193280076,24.3,17.50103515625
"739",6131,"MTBLS87",323.051850951,13.2,1.09094797770182
"740",6131,"RIKEN",323.051850951,0.24,1.09094797770182
"741",6132,"MTBLS87",403.018181361,14.7,1.41863759358724
"742",6133,"MTBLS87",483.968527356,15.1,4.07333780924479
"743",6134,"Cao_HILIC",342.116211546,13.49,6.99127685546875
"744",6137,"OBSF",149.051049291,1.21,4.11403401692708
"745",6137,"MTBLS20",149.051049291,1.1,4.11403401692708
"746",6137,"LIFE_old",149.051049291,0.781416667,4.11403401692708
"747",6137,"IPB_Halle",149.051049291,0.6432,4.11403401692708
"748",6137,"LIFE_new",149.051049291,0.646333333,4.11403401692708
"749",6137,"LIFE_new",149.051049291,0.703416667,4.11403401692708
"750",6137,"LIFE_old",149.051049291,0.927416667,4.11403401692708
"751",6137,"RIKEN",149.051049291,0.31,4.11403401692708
"752",6140,"LIFE_old",165.078978601,0.631966667,8.11169270833333
"753",6140,"MTBLS20",165.078978601,4.4,8.11169270833333
"754",6140,"LIFE_old",165.078978601,1.403,8.11169270833333
"755",6140,"Cao_HILIC",165.078978601,9.43,8.11169270833333
"756",6140,"IPB_Halle",165.078978601,1.311366667,8.11169270833333
"757",6140,"LIFE_new",165.078978601,1.587016667,8.11169270833333
"758",6140,"RIKEN",165.078978601,1.09,8.11169270833333
"759",6140,"MPI_Symmetry",165.078978601,2.271133333,8.11169270833333
"760",6140,"OBSF",165.078978601,4.45,8.11169270833333
"761",6140,"LIFE_new",165.078978601,0.498,8.11169270833333
"762",6166,"MTBLS20",330.219494826,9.6,16.0172184244792
"763",6175,"MTBLS38",243.085520541,3.223686452,0.789270528157552
"764",6175,"LIFE_new",243.085520541,0.532616667,0.789270528157552
"765",6175,"MTBLS38",243.085520541,3.334158002,0.789270528157552
"766",6175,"MTBLS87",243.085520541,9.1,0.789270528157552
"767",6175,"LIFE_old",243.085520541,0.748733333,0.789270528157552
"768",6175,"RIKEN",243.085520541,0.34,0.789270528157552
"769",6175,"Cao_HILIC",243.085520541,10.48,0.789270528157552
"770",6176,"MTBLS87",482.984511771,15.5,1.48285308837891
"771",6228,"RIKEN",73.052763851,0.51,1.59277272542318
"772",6230,"UFZ_Phenomenex",298.193280076,24.7,19.0553515625
"773",6251,"LIFE_new",182.07903818,0.483116667,10.7837906901042
"774",6251,"RIKEN",182.07903818,0.17,10.7837906901042
"775",6262,"Cao_HILIC",132.089877638,15.93,0.485422617594401
"776",6262,"RIKEN",132.089877638,0.14,0.485422617594401
"777",6262,"LIFE_old",132.089877638,0.516566667,0.485422617594401
"778",6262,"LIFE_new",132.089877638,0.414533333,0.485422617594401
"779",6267,"Cao_HILIC",132.053492132,13.2,0.854653625488281
"780",6267,"OBSF",132.053492132,0.65,0.854653625488281
"781",6267,"RIKEN",132.053492132,0.16,0.854653625488281
"782",6267,"FEM_orbitrap_plasma",132.053492132,0.955,0.854653625488281
"783",6267,"MTBLS36",132.053492132,1.484339521,0.854653625488281
"784",6274,"OBSF",155.069476547,0.6,1.12204803466797
"785",6274,"RIKEN",155.069476547,0.15,1.12204803466797
"786",6274,"MTBLS87",155.069476547,12,1.12204803466797
"787",6274,"Cao_HILIC",155.069476547,15.65,1.12204803466797
"788",6274,"MTBLS20",155.069476547,0.8,1.12204803466797
"789",6274,"FEM_orbitrap_plasma",155.069476547,0.9,1.12204803466797
"790",6287,"OBSF",117.078978601,0.69,1.7263535563151
"791",6287,"RIKEN",117.078978601,0.25,1.7263535563151
"792",6287,"Cao_HILIC",117.078978601,10.5,1.7263535563151
"793",6287,"LIFE_old",117.078978601,0.797933333,1.7263535563151
"794",6287,"LIFE_new",117.078978601,0.5456,1.7263535563151
"795",6288,"Cao_HILIC",119.058243159,12.5,0.667144063313802
"796",6288,"LIFE_old",119.058243159,0.57355,0.667144063313802
"797",6288,"MTBLS87",119.058243159,11.7,0.667144063313802
"798",6288,"LIFE_new",119.058243159,0.475266667,0.667144063313802
"799",6288,"OBSF",119.058243159,0.66,0.667144063313802
"800",6288,"FEM_orbitrap_plasma",119.058243159,0.995,0.667144063313802
"801",6288,"RIKEN",119.058243159,0.17,0.667144063313802
"802",6305,"Cao_HILIC",204.089877638,10.1,11.0032926432292
"803",6305,"LIFE_new",204.089877638,2.39625,11.0032926432292
"804",6305,"LIFE_new",204.089877638,2.424916667,11.0032926432292
"805",6305,"IPB_Halle",204.089877638,2.529816667,11.0032926432292
"806",6305,"FEM_orbitrap_plasma",204.089877638,4.305,11.0032926432292
"807",6305,"LIFE_old",204.089877638,1.4865,11.0032926432292
"808",6305,"LIFE_old",204.089877638,1.452666667,11.0032926432292
"809",6305,"RIKEN",204.089877638,1.16,11.0032926432292
"810",6305,"FEM_orbitrap_urine",204.089877638,4.7,11.0032926432292
"811",6305,"OBSF",204.089877638,5.45,11.0032926432292
"812",6305,"MPI_Symmetry",204.089877638,4.0662,11.0032926432292
"813",6305,"FEM_orbitrap_plasma",204.089877638,4.51,11.0032926432292
"814",6306,"RIKEN",131.094628665,0.49,1.15704264322917
"815",6306,"LIFE_new",131.094628665,0.971325,1.15704264322917
"816",6306,"OBSF",131.094628665,2.31,1.15704264322917
"817",6306,"MTBLS36",131.094628665,5.343194215,1.15704264322917
"818",6306,"OBSF",131.094628665,1.56,1.15704264322917
"819",6306,"IPB_Halle",131.094628665,0.794616667,1.15704264322917
"820",6306,"LIFE_new",131.094628665,0.975716667,1.15704264322917
"821",6306,"Cao_HILIC",131.094628665,9.7,1.15704264322917
"822",6306,"MTBLS87",131.094628665,8.6,1.15704264322917
"823",6306,"LIFE_old",131.094628665,1.345233333,1.15704264322917
"824",6306,"LIFE_old",131.094628665,1.34885,1.15704264322917
"825",6322,"RIKEN",174.111675712,0.16,0.996694030761719
"826",6322,"OBSF",174.111675712,0.64,0.996694030761719
"827",6322,"LIFE_old",174.111675712,0.56585,0.996694030761719
"828",6322,"LIFE_new",174.111675712,0.435925,0.996694030761719
"829",6322,"MTBLS20",174.111675712,0.9,0.996694030761719
"830",6322,"OBSF",174.111675712,0.6,0.996694030761719
"831",6322,"LIFE_new",174.111675712,0.421283333,0.996694030761719
"832",6322,"Cao_HILIC",174.111675712,15.97,0.996694030761719
"833",6322,"IPB_Halle",174.111675712,0.412966667,0.996694030761719
"834",6322,"LIFE_old",174.111675712,0.526816667,0.996694030761719
"835",6378,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",58.041864814,14.09095,7.00275960286458
"836",6579,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",71.037113787,1.888483333,5.21275349934896
"837",6613,"RIKEN",219.110672659,1.11,8.39387044270833
