"","Pubchem","mmass","model_prediction"
"997",439639,666.221858406,1.48291982014974
"1019",440120,188.152477894,10.2975122070313
"1021",439324,564.075755818,8.46388834635417
"1029",439252,881.146902423,1.89223103841146
"1033",439400,228.039889282,9.20701171875
"1035",439446,587.066588115,8.3133984375
"1039",439287,214.024239218,9.1212890625
"1044",440326,867.167637865,3.3662168375651
"1046",439640,1061.407474203,12.0957796223958
"1052",440272,301.056267627,7.94008138020833
"1055",439283,190.095356946,0.856170145670573
"1058",439335,687.148877955,2.27179158528646
"1059",439573,1157.392218069,4.52895629882812
"1060",439218,911.157467109,2.37616719563802
"1065",445049,352.224974134,15.5614860026042
"1068",440653,178.047738052,10.2466780598958
"1076",439234,459.186631567,10.5568977864583
"1079",443496,546.065191132,10.1403540039062
"1081",448457,352.224974134,15.0844368489583
"1085",440598,267.060368423,9.08578125
"1095",439460,205.155217548,4.25628255208333
"1102",439549,193.037507717,1.57014872233073
"1123",439597,243.104147493,8.8260693359375
"1136",439853,299.282429433,14.2840380859375
"1137",439388,259.036187087,12.0129736328125
"1139",439214,851.136337737,2.14176391601563
"1143",439236,230.01915384,8.897685546875
"1147",439869,849.157073179,4.42864827473958
"1152",439456,419.962379346,8.63477620442708
"1153",439912,589.082238179,9.3516357421875
"1164",439213,179.079372531,1.31293141682943
"1175",439175,457.170981503,10.8207568359375
"1182",439271,383.142760647,2.16926493326823
"1188",439167,230.01915384,8.47313802083333
"1204",439165,260.029718526,9.75044596354167
"1223",439255,152.068473494,9.18392903645833
"1224",444795,300.20893014,18.5943977864583
"1326",439182,251.101839307,8.43697998046875
"1334",446284,302.224580204,17.279443359375
"1345",439829,231.147058165,11.8527164713542
"1378",441253,1061.371088697,11.5698771158854
"1423",442009,330.183109317,16.4896891276042
"1448",440776,660.315914404,11.128173828125
"1449",440420,1183.444253639,11.8003564453125
"1452",439434,103.063328537,0.782464396158854
"1456",440865,837.120687673,1.92503275553385
"1469",445580,328.240230268,14.3118896484375
"1493",440775,836.27523138,12.58857421875
"1509",440282,129.042593095,6.32949178059896
"1519",439248,871.141423115,6.26154988606771
"1555",439340,821.125773051,2.85181009928385
"1566",440569,258.08518619,1.77109598795573
"1570",441959,354.095082174,9.29111490885417
"1597",449171,300.20893014,18.5943977864583
"1658",440071,563.258658801,12.5319026692708
"1670",439574,120.042258744,7.79583740234375
"1677",439246,272.068473494,13.1976953125
"1682",439202,176.09094027,0.896863606770833
"1687",439577,384.33921603,18.4657845052083
"1716",440611,865.188373307,2.90169372558594
"1732",439193,342.116211546,5.16095784505208
"1734",442428,580.179205732,11.3767041015625
"1751",446925,536.438201803,15.7651920572917
"1762",439231,74.036779436,7.2601806640625
"1773",439650,164.068473494,10.0382584635417
"1790",439918,175.059305791,6.23523600260417
"1808",445638,254.224580204,22.9154329427083
"1819",439207,828.274681836,9.11846516927083
"1849",439216,158.03275669,6.9401611328125
"1853",439232,174.100442324,5.76955200195312
"1856",445929,194.042652674,9.05490559895833
"1859",439244,565.071004791,1.7830214436849
"1860",439204,150.05282343,10.2909244791667
"1862",439250,136.125200512,13.8338411458333
"1863",439254,879.131252359,3.07448954264323
"1867",439278,185.99293909,7.10610188802083
"1868",441476,194.042652674,9.05490559895833
"1880",439313,795.110122987,2.03881368001302
"1891",439353,180.063388116,9.488818359375
"1899",439373,178.047738052,10.4038037109375
"1900",439376,175.048072403,9.09652669270833
"1903",439427,260.029718526,7.69409016927083
"1906",439435,198.05282343,7.52789306640625
"1908",439459,206.042652674,10.7925854492188
"1910",439479,434.33960996,14.0487972005208
"1911",439488,412.018515712,10.8120572916667
"1917",439503,286.10525293,8.64357259114583
"1920",439531,666.221858406,1.84457499186198
"1929",445027,214.131742452,9.19657145182292
"1931",439614,152.991819853,4.62368530273438
"1933",439653,329.162708229,8.49743815104167
"1941",439734,131.094628665,3.0881162516276
"1948",439791,102.115698458,0.448232218424479
"1959",445154,228.078644246,11.0843098958333
"1963",440113,136.0524295,8.23475260416667
"1964",440114,288.20893014,14.5631787109375
"1972",440311,181.073893223,1.57341888427734
"1973",440322,870.006125226,12.2212410481771
"1984",444941,358.092987484,5.29861246744792
"1986",440558,382.323565966,15.7127766927083
"1988",440568,469.071182446,9.38395670572917
"1993",440600,1021.339788569,10.4972721354167
"1995",440602,993.308488441,10.0865958658854
"1997",440603,965.277188313,8.86249186197917
"1998",440604,963.261538249,9.94039388020833
"2000",440606,935.230238121,6.57007202148437
"2002",440608,907.198937993,3.48012410481771
"2003",440609,881.183287929,2.34427225748698
"2004",440610,879.167637865,2.48666056315104
"2017",440636,901.151987801,4.58595987955729
"2018",440641,260.029718526,11.3765592447917
"2020",440650,274.008983084,9.73810221354167
"2031",442501,154.135765198,16.6376106770833
"2033",440717,167.97285855,8.75693684895833
"2038",440729,182.057908808,9.71300455729167
"2046",440738,161.047678473,8.07760660807292
"2050",440741,223.048072403,9.3978125
"2052",440744,252.074621504,8.68680257161458
"2060",440758,474.964350033,9.75218831380208
"2063",440763,182.979850365,0.170143356323242
"2074",440783,596.357385288,12.2370361328125
"2075",440784,590.310435096,13.0389225260417
"2081",440806,248.079706882,8.91897542317708
"2084",440810,152.05857751,4.99298868815104
"2089",440839,573.140682731,6.81923421223958
"2090",440849,190.106590334,1.03040924072266
"2092",440850,129.078978601,7.99572672526042
"2104",439201,1059.561398253,13.7619986979167
"2111",440883,501.216988221,1.10672678629557
"2113",440899,167.058243159,6.76479248046875
"2116",440908,312.120902994,7.85544189453125
"2117",445070,222.198365454,15.415244140625
"2120",440917,136.125200512,13.8338411458333
"2131",440962,389.072311621,10.1994124348958
"2141",443078,466.256668192,11.4777408854167
"2142",447277,450.19362653,15.3782649739583
"2144",443266,499.928709756,9.036923828125
"2161",447123,337.094370667,2.71862650553385
"2202",440266,153.078978601,1.62420074462891
"2575",440735,288.063388116,14.0320279947917
"2582",439451,342.116211546,7.98752685546875
"2607",440390,192.02700261,7.33458658854167
"2642",440731,281.089937217,9.2282568359375
"2660",439846,76.0524295,3.97359537760417
"2676",440211,339.996048936,8.15727132161458
"2685",440103,218.090271568,1.55934499104818
"2695",439402,131.058243159,1.43821502685547
"2700",440985,418.344695338,16.0133740234375
"2701",440711,402.349780716,20.676787109375
"2721",439273,194.042652674,7.98154541015625
"2723",439957,639.038003903,3.20444030761719
"2728",443845,185.105193351,1.39718414306641
"2731",439975,548.080841196,10.5846337890625
"2735",440940,589.082238179,4.62583536783854
"2737",440601,1019.324138505,10.8777880859375
"2738",443846,934.20983703,1.8363975016276
"2739",440615,921.250973563,9.45918212890625
"2740",443844,199.120843415,6.83590413411458
"2744",440033,117.042593095,1.09825571695964
"2746",440236,269.030052877,9.21019287109375
"2747",439350,74.036779436,7.2601806640625
"2802",443003,185.105193351,1.39718414306641
"2805",440851,147.053157781,1.82463928222656
"2813",440993,707.248407507,2.06236124674479
"2900",440649,527.076661754,9.732861328125
"2903",440695,364.224974134,13.941591796875
"2910",440708,364.224974134,13.3158235677083
"2914",443076,478.220282686,13.3612190755208
"2922",440574,302.188194698,16.7710286458333
"2923",440728,147.032028409,8.57788818359375
"2924",440654,422.082541956,2.95156188964844
"2926",440655,344.13186161,7.94661295572917
"2927",440656,342.116211546,5.16095784505208
"2930",439837,260.029718526,8.77650390625
"2934",440901,215.019488191,1.01695810953776
"2937",439708,838.152322152,1.70629119873047
"2938",440863,403.089299089,4.96005289713542
"2939",440753,839.136337737,2.28355489095052
"2941",440194,260.029718526,8.71072102864583
"2947",440841,513.006309845,8.92563802083333
"2948",440840,541.001224467,7.87267659505208
"2949",440923,513.006309845,10.3208268229167
"2951",442163,574.213574598,13.0631982421875
"2956",440217,322.119857136,9.243154296875
"2959",440560,428.401816286,23.0561751302083
"2962",440670,384.33921603,20.157421875
"2971",440878,132.042258744,8.49309895833333
"2975",440566,291.132670429,13.2919661458333
"2977",440565,291.132670429,14.158271484375
"2979",440117,339.996048936,8.3340625
"2980",439396,260.029718526,11.3765592447917
"2981",440046,113.047678473,7.41678385416667
"2982",439651,564.075755818,8.46388834635417
"2984",440867,389.073649025,4.48306599934896
"2989",440677,1215.434082883,9.763935546875
"2990",440690,1213.418432819,10.6506958007812
"2995",440676,1197.423518197,11.4668017578125
"2999",440875,146.057908808,9.34799641927083
"3005",440591,315.147058165,8.35708658854167
"3007",443237,410.354866094,18.6645458984375
"3013",440898,181.037507717,7.21854654947917
"3014",440403,197.032422339,7.70752685546875
"4944",446872,733.562155053,12.4175895182292
"4965",446670,663.483905216,11.3168212890625
"4968",445468,691.515205345,11.8701774088542
"5031",447790,691.515205345,11.8701774088542
"5034",445757,719.546505474,12.46359375
"5036",447078,747.577805602,12.4601546223958
"5043",449007,775.609105731,12.2037133789063
"6217",439330,164.068473494,8.53661946614583
"6721",440760,312.02244346,1.87832743326823
"6722",439658,130.062994186,8.24274820963542
"6731",439717,214.15689457,15.5122802734375
"6751",440780,278.126657074,2.29958740234375
"6769",440127,436.258990178,14.4876236979167
"7197",440345,398.354866094,23.9628352864583
"7204",446798,288.245315646,16.55494140625
"7224",439715,306.02530185,3.37415751139323
"7232",440368,332.23514489,13.6036263020833
"7233",440443,271.140630116,2.2367588297526
"7234",440342,256.11715502,1.20225209554036
"7252",439692,148.037173366,8.526953125
"7300",440080,504.169034976,1.45549570719401
"7672",439417,146.105527702,1.260986328125
"7673",439430,146.105527702,0.846876017252604
"7685",446168,208.073558872,13.0132568359375
"7689",440077,145.073893223,1.51697052001953
"7695",448154,148.073558872,5.48578735351562
"7696",440279,134.057908808,4.35903849283854
"7697",440597,321.092062481,10.7095524088542
"7705",439954,145.073893223,2.15125061035156
"7709",441146,925.173117173,2.31084696451823
"7712",441147,923.157467109,1.97822204589844
"7727",439903,159.089543287,8.92736572265625
"7728",439358,116.094963016,1.35614349365234
"7731",441162,891.167637865,2.97679138183594
"7732",442450,889.151987801,4.73677856445313
"7741",441481,150.05282343,7.92016845703125
"7742",440160,230.01915384,8.44619791666667
"7749",449093,219.112010063,8.27026041666667
"7751",440978,873.157073179,3.37671427408854
"7752",440431,238.035472606,2.13348327636719
"7759",439631,221.127660127,2.21573323567708
"7776",439963,116.047344122,11.1619718424479
"7790",440564,852.167972216,1.76563598632813
"7791",439235,117.042593095,2.52265991210938
"7793",441443,134.069142196,0.691541849772135
"7806",439375,132.053492132,4.63407511393229
"7807",440349,289.079766461,10.5152563476562
"7829",440219,548.04445569,9.50383626302083
"7852",440921,150.05282343,10.1866569010417
"7854",439804,164.068473494,10.3656754557292
"7980",440675,1199.439168261,11.8552294921875
"7986",442356,193.110278729,1.40084493001302
"8077",439351,190.047738052,6.61724650065104
"8088",443849,101.084063979,3.20321309407552
"8089",440745,224.079706882,7.13986653645833
"8106",440918,130.062994186,11.1370149739583
"8132",440743,208.08479226,8.41197021484375
"8163",439607,907.235323499,7.88776936848958
"8172",439337,851.172723243,2.57278177897135
"8506",439196,154.012220944,7.9762841796875
"8558",443654,463.124036578,8.92116536458333
"8569",439575,117.078978601,1.22386159261068
"8745",447043,748.508525778,8.26176432291667
"8787",441383,531.180395297,13.676962890625
"8791",448537,268.146329884,12.9957080078125
"8814",441184,645.248013577,1.34755137125651
"8908",441140,352.071365983,13.0688134765625
"8918",446596,500.298533006,15.462109375
"8989",441314,207.110672659,1.55638956705729
"9040",439693,268.11715502,1.54594014485677
"9084",441401,337.143784348,10.0652587890625
"9128",441278,285.209264491,10.1685856119792
"9170",443872,414.204238692,12.6877506510417
"9196",441290,529.400533194,13.7762646484375
"9206",443387,389.140926929,13.2746728515625
"9217",441233,133.089149357,9.28650065104167
"9226",441335,426.136464798,18.0856184895833
"9227",441350,195.089543287,8.01612711588542
"9284",446987,138.008195224,5.48924438476562
"9312",445643,803.481976677,13.4341324869792
"9349",446220,303.147058165,11.95580078125
"9350",441074,324.183778022,9.88545003255208
"9461",443879,325.240564619,12.3413753255208
"9473",441300,286.154209228,11.5995361328125
"9478",440473,198.064056818,1.44747406005859
"9510",439501,584.283276872,10.0026871744792
"9609",441341,170.105527702,6.38958129882812
"9654",443884,325.179026995,9.5357958984375
"9695",441199,427.050791293,9.46748372395833
"9699",441289,572.455308418,15.7217903645833
"9733",441207,764.434692134,15.5366585286458
"9757",441080,326.199428086,10.9259049479167
"9797",441397,465.156970923,14.7369677734375
"9828",439280,220.08479226,9.29671061197917
"9918",443936,508.227259852,16.3639811197917
"10421",444200,164.068473494,10.0382584635417
"10446",449034,349.200156367,9.86631184895833
"10470",441701,271.060648462,9.54588053385417
"10615",442530,403.08226502,13.4710416666667
"10654",440551,254.078006122,1.12492716471354
"10864",440082,152.047344122,8.09707845052083
"11074",439655,150.016437924,5.80282755533854
"11093",439552,342.116211546,9.5369775390625
"11279",441477,179.079372531,1.31293141682943
"11299",442788,316.094688244,15.8025423177083
"11445",442219,313.167793607,9.3341064453125
"11475",441070,224.1888634,0.899189046223958
"11571",442649,146.08439833,10.4591813151042
"11893",442820,298.084123551,12.1108976236979
"11945",442916,204.115029756,12.4252815755208
"11952",443652,493.134601264,9.43750569661458
"11997",443639,274.084123558,10.4252587890625
"12598",441678,426.386166222,20.9153564453125
"12609",443013,414.13146768,12.3217024739583
"12615",441674,595.166295322,11.0928580729167
"12802",442771,302.07903818,14.7440966796875
"13431",440073,290.07903818,11.34595703125
"14467",441447,157.110278729,11.7420247395833
"14743",439238,192.02700261,10.1288671875
"14745",441490,422.448766478,16.7125520833333
"14772",439943,161.068807845,5.35865437825521
"14804",439600,132.053492132,0.854653625488281
"14813",442759,270.05282343,11.88048828125
"14821",441269,210.089208936,12.8474300130208
"14946",442670,316.094688244,15.8025423177083
"14950",440047,272.068473494,12.2902604166667
"14962",441958,270.089208936,13.3589078776042
"15099",443055,480.345089268,14.72033203125
"15232",442770,340.13107375,12.9543709309896
"15462",440357,234.017306322,13.4307283528646
"15463",440356,276.027871008,14.88896484375
"15518",435277,490.36582471,15.2813020833333
"15641",429190,458.375995466,16.7722884114583
"15688",443156,136.125200512,20.1718131510417
"15808",443048,423.124878763,17.1349869791667
"15908",441677,456.360345402,18.8678580729167
"15913",443160,136.125200512,11.2406030273438
"16024",441005,204.187800773,20.273486328125
"16027",442461,136.125200512,20.1718131510417
"16029",439570,150.10446507,9.11545166015625
"16332",441552,162.046950192,9.99152018229167
"16414",446834,210.05282343,11.1350341796875
"16550",443177,152.120115134,10.4851611328125
"16585",440968,136.125200512,15.3202815755208
"16641",440312,151.99657088,9.304091796875
"16686",439263,156.151415262,19.0440152994792
"16705",443159,154.135765198,12.7731909179687
"16744",443163,154.135765198,10.7752766927083
"16761",443157,154.135765198,14.6137955729167
"16770",442482,136.125200512,11.2406030273438
"16774",432116,800.492207012,11.4687679036458
"16986",443183,152.120115134,12.4759358723958
"16992",443162,154.135765198,16.6376106770833
"17007",443158,154.135765198,13.7965445963542
"17061",430147,296.125988372,7.520693359375
"17102",442343,222.198365454,18.9603597005208
"17413",440967,136.125200512,17.263515625
"17739",429906,536.225761994,13.9670328776042
"17982",439341,NA,6.99127685546875
"18026",443314,522.34039782,14.5634619140625
"18171",442662,360.084517488,12.385205078125
"18483",442678,746.148299506,11.8025073242187
"18589",440813,158.021523302,9.675166015625
"18625",441449,288.230059512,13.774248046875
"18800",441699,449.108386514,9.27253011067708
"18913",443651,479.1189512,9.251787109375
"19581",442694,284.104859,13.0491365559896
"19899",442699,230.094294314,12.3616292317708
"20201",434120,942.518815692,11.4765022786458
"20290",439922,223.048072403,10.5583715820312
"21128",441491,90.013935504,8.3183154296875
"22050",441795,304.094688244,12.3031461588542
"22385",443161,136.125200512,13.6470963541667
"22386",442484,136.125200512,13.6470963541667
"22509",442808,284.068473494,12.6840462239583
"22673",430245,271.120843415,1.33103190104167
"39999",439249,477.054960797,1.22518157958984
"40008",443178,152.120115134,10.4851611328125
"40011",440159,147.035399227,7.65272705078125
"40012",440190,378.081474057,10.1766080729167
"40013",444335,458.047804467,10.2875708007812
"40028",439230,148.073558872,7.12981119791667
"40035",440310,433.851195584,6.96281087239583
"40037",439450,602.956990191,6.97670003255208
"40043",440516,683.135336381,8.18708658854167
"40050",440370,306.037567296,12.4257926432292
"40052",447145,463.074042955,6.30123291015625
"40058",440575,131.058243159,1.94631225585938
"40062",443736,202.033819322,7.38585367838542
"40063",439407,151.99657088,7.680478515625
"40121",439736,162.05282343,8.02794352213542
"40419",440754,430.065465904,1.44900177001953
"40420",440240,342.116211546,6.99127685546875
"40423",440484,379.111460519,10.6653873697917
"40424",440755,473.120241128,1.37455434163411
"40431",439292,546.065191132,10.1403540039062
"40505",443233,169.988508614,7.62909016927083
"40507",439183,185.99293909,8.2274169921875
"40569",439742,114.042927446,6.99161865234375
"40629",440452,414.073300874,11.7326399739583
"40631",440104,149.047678473,7.9673876953125
"40632",440584,299.152143543,8.37043131510417
"40714",440314,788.262965934,11.2776285807292
"40749",443711,259.045702941,1.95796142578125
"40750",440143,292.240230268,17.77767578125
"40754",440637,245.148789499,5.67770385742188
"40755",440638,217.142641489,6.25417846679688
"40773",440014,131.058243159,2.11329386393229
"40779",440853,162.016437924,7.3857373046875
"40781",440660,504.169034976,1.48679606119792
"40790",440920,199.095691297,1.95139790852865
"40798",439788,236.079706882,9.04406575520833
"40824",443154,568.169309748,12.9307096354167
"40833",449517,723.304380213,8.24155436197917
"40842",449459,387.219829177,14.4312255859375
"40880",443037,334.090661637,21.7553108723958
"41872",442360,202.172150704,15.5582259114583
"42064",439419,853.151989708,2.21198974609375
"42304",440001,325.100895816,9.68959309895833
"42328",441455,270.011879,1.24706044514974
"42457",439377,161.068807845,2.46976236979167
"42498",439544,424.16930973,4.14460001627604
"42501",439995,260.029718997,9.75044596354167
"42557",439378,174.100442324,1.56398630777995
"8278",4478779,174.13682783,-0.0284874248504639
"10531",4483040,884.476950878,8.66030110677083
"10603",4480892,308.100836254,9.10707845052083
"10622",4480711,726.175576916,10.2101497395833
"10623",4480714,388.090665498,10.8669620768229
"10624",4480716,550.143488928,11.503935546875
"10627",4481056,630.100303484,12.0120621744792
"10824",4484070,446.121296924,12.7104239908854
"11094",4475723,427.147846025,9.66103841145833
"11256",4483038,1210.598247802,12.8484879557292
"11306",4483046,1228.608812488,12.2874869791667
"11561",4479246,199.059305791,7.77833658854167
"11859",4481259,449.108386514,9.27253011067708
"11879",4475719,311.100501903,8.74892822265625
"11884",4485343,358.141638436,18.7590104166667
"14186",4484393,300.099773622,12.2605240885417
"14323",4485133,416.147117744,13.9613151041667
"14368",4481258,466.126382302,13.6650423177083
"14773",4479106,504.169034976,1.4315956624349
"14923",4475100,338.115423686,13.9483854166667
"14975",4481797,482.121296924,12.5207560221354
"15138",4484591,442.18389718,11.2294287109375
"15165",4482008,913.203862618,13.6353369140625
"15206",4484219,324.136159128,14.5338118489583
"15223",4486606,1017.550844101,11.6101643880208
"15282",4479242,202.095356946,1.65466044108073
"15420",4484952,324.136159128,13.7870914713542
"15729",4483443,800.492207012,11.0786572265625
"16894",4482275,470.194067936,14.5296858723958
"17482",4485132,446.121296924,12.1003743489583
"17876",4490284,360.142032366,11.855322265625
"18796",4481465,773.214033374,10.7081412760417
"19290",4479452,423.174060775,7.24009765625
"19900",4483734,416.110732238,13.1268082682292
"1956",45266564,943.235323499,13.0700748697917
"7250",45259170,1088.483445342,8.80206705729167
"2952",45479706,703.256167693,13.2139860026042
"810",45934311,214.024239218,4.09251017252604
"2006",46173176,999.297923755,13.2909692382812
"11585",46173828,413.183837601,16.3302376302083
"17953",46173376,306.16919059,10.6175960286458
"18502",46173959,1152.253552464,14.6320670572917
"18506",46173958,864.190164319,13.0124837239583
"40717",46173808,396.33921603,17.64189453125
"42215",46174066,332.198759382,17.8927897135417
"14887",4626626,261.121237345,9.5749755859375
"14931",4641377,304.127051004,1.35310862223307
"15105",4640119,338.115423686,15.1101481119792
"15123",4629012,272.068473494,11.6041837565104
"17747",4632015,362.172938564,14.6880338541667
"1075",46507594,1039.039280225,13.5890690104167
"8848",4659569,273.063722467,15.7277034505208
"7664",46891684,800.67712523,15.23986328125
"438",452110,733.562155053,15.3359049479167
"505",457801,414.386166222,16.7898649088542
"1561",459122,156.053492132,0.41609016418457
"1971",452306,554.24440572,7.81675944010417
"2119",451674,552.31207458,18.7735367838542
"6385",460604,467.301189343,16.7817122395833
"6388",460602,495.332489471,15.5664046223958
"9403",457193,1254.628474764,16.769853515625
"9467",460612,304.074533244,8.385791015625
"9690",456255,462.078009096,10.6804239908854
"11115",455149,504.169034976,1.1669297281901
"4871",49786976,691.515205345,11.8701774088542
"40047",49835950,443.024329371,10.746875
"40018",49852422,881.146902423,3.01750712076823
"95",33032,147.053157781,0.649522705078125
"463",29109,31.97207069,1.97508707682292
"464",27668,51.940511904,3.38332214355469
"512",27099,62.929601079,3.38332214355469
"517",28179,18.998403205,3.13172098795573
"518",33037,210.037567296,8.47649658203125
"542",27284,55.934942133,4.66938680013021
"637",26840,312.302830524,25.4542252604167
"674",25310,164.068473494,10.0382584635417
"753",31401,392.292659768,14.5430826822917
"873",31254,59.037113787,1.03289733886719
"1002",32051,63.929146578,2.74021179199219
"1024",27854,54.938049636,2.1596181233724
"1263",26818,592.32608516,12.1569677734375
"1298",26934,151.099714043,2.37080830891927
"1698",25701,169.004493029,7.84336588541667
"1715",28417,337.204179113,19.9074674479167
"1778",25249,328.251463656,14.292333984375
"1826",25076,168.964200301,0.131396916707357
"1839",27476,281.112403993,1.67010986328125
"1915",41211,347.063084339,1.45490529378255
"1936",26623,201.970625604,0.419792200724284
"1940",31193,113.903358121,2.06838643391927
"2604",28486,7.016004049,2.82572123209635
"2616",31260,88.088815006,10.1912687174479
"2638",30819,261.040223633,1.5954736328125
"7194",47289,207.100776675,3.19438130696615
"7319",38853,211.084457909,5.57948689778646
"7686",32893,135.104799421,10.82537109375
"7781",30165,126.90446842,2.75792785644531
"8130",29936,55.934942133,1.89777506510417
"8734",33741,263.188529049,10.12751953125
"8762",38521,213.147726867,10.0811002604167
"8806",42008,471.045328759,1.72788208007812
"8832",40973,310.229665582,19.4675032552083
"8844",43672,517.163118933,11.7226236979167
"8862",39186,414.16132802,12.1925960286458
"8900",31072,186.046298264,13.2996321614583
"8934",29327,265.090999849,10.1978059895833
"8948",34698,656.1563618,13.4149243164062
"8949",41867,543.174060775,11.7656884765625
"8978",37768,585.285736487,2.04837565104167
"8992",35370,267.096753929,7.845244140625
"9055",27447,347.093976737,9.71704345703125
"9118",47472,410.017802365,18.1534798177083
"9121",36523,1181.573025571,15.1965006510417
"9152",34633,427.156576993,11.5324145507812
"9155",36294,467.259127807,1.79251037597656
"9158",31378,380.199902243,11.4874381510417
"9165",30323,527.179146153,11.9202376302083
"9177",41693,386.202798904,10.9126220703125
"9184",43815,329.142721716,13.1025618489583
"9200",47319,928.508525778,14.8960530598958
"9202",47641,287.167399677,12.4862410481771
"9234",36462,588.18429111,11.2844156901042
"9237",34312,252.089877638,12.0943782552083
"9294",36811,301.167793607,10.5756949869792
"9299",26879,204.072119084,9.24097005208333
"9315",33572,287.152143543,6.11432739257812
"9364",43507,519.099472819,10.8434000651042
"9426",31703,543.174060775,11.7656884765625
"9447",27661,191.042987025,7.98487141927083
"9479",38945,192.126263144,7.78717854817708
"9483",33613,365.104541423,11.0986588541667
"9549",30699,423.055876671,1.42409556070964
"9550",47965,363.088891359,9.2784130859375
"9593",47811,314.181669532,13.6276033528646
"9596",42113,168.000983916,11.471591796875
"9597",29029,424.179870573,9.79627848307292
"9607",31101,653.221282062,13.3881119791667
"9617",39468,291.183443671,10.832412109375
"9621",31477,309.194008357,8.99972819010417
"9624",37393,499.165654616,18.9926936848958
"9633",48041,352.21507815,11.3619840494792
"9634",36314,853.330955345,18.5231608072917
"9691",33255,454.030013046,11.7909065755208
"9692",43594,542.034823652,11.6401123046875
"9693",44185,645.142400265,8.41728352864583
"9697",38103,349.109626801,10.5310530598958
"9701",39765,557.431833322,12.6253792317708
"9715",37464,291.219829177,13.3434635416667
"9799",33478,463.177706365,13.6799739583333
"9802",36921,384.044977634,12.9460563151042
"9830",47499,520.101246958,7.72824788411458
"9856",40326,390.07894992,19.4851985677083
"10526",31242,122.073164942,10.8100065104167
"10588",37165,299.134202067,5.99306559244792
"10892",31244,136.0524295,11.8685432942708
"10948",49970,184.074896276,8.94070882161458
"10949",49971,198.09054634,8.98493001302083
"10956",26548,133.052763851,10.0105826822917
"11058",47866,166.09669435,1.53419189453125
"11844",26948,356.162373878,18.3932568359375
"11979",31161,316.058302738,11.7908528645833
"12434",31285,126.140850576,17.6333919270833
"12488",31272,116.083729628,16.11150390625
"12678",31276,130.099379692,15.4645882161458
"12907",28780,290.137890462,10.9964306640625
"12908",33294,288.09490174,16.507587890625
"12909",25429,191.069476547,10.0515836588542
"12918",37123,310.032061659,15.0838981119792
"12919",39681,290.064650444,14.8316910807292
"12921",28292,310.025107616,20.0328369140625
"12922",34766,225.082349419,9.92218017578125
"12923",37995,292.064664244,10.4671728515625
"12927",31070,303.105800777,13.5497998046875
"12934",37175,296.048318494,13.3640771484375
"12935",37517,329.033396711,12.2079915364583
"12936",32872,345.116365463,17.6056087239583
"12942",42586,279.147058165,12.0406868489583
"12949",39040,189.036067929,11.9314990234375
"12950",32518,297.303164875,12.2431608072917
"13316",34231,669.144217209,12.9581005859375
"13551",31264,132.07864425,10.2108780924479
"13652",31211,194.094294314,9.50437174479167
"14250",47364,177.997501013,7.56979654947917
"14429",31226,178.099379692,16.501396484375
"14759",28495,181.037507717,6.94886800130208
"14849",31404,220.18271539,17.3522233072917
"15164",31292,283.287514811,12.5569287109375
"16100",26447,154.1357652,12.7731909179687
"18351",36159,559.625728017,20.144619140625
"18981",31253,136.125200515,17.1381803385417
"21360",43226,330.03266843,16.8717220052083
"21494",31229,136.0524295,11.0106201171875
"21697",47346,269.271864747,18.069052734375
"22596",40585,502.973168773,18.196396484375
"22617",31200,277.017379701,11.9695361328125
"22656",27919,177.090211989,1.34523671468099
"22682",31373,163.875410828,11.5733675130208
"22697",31423,202.07825032,22.219052734375
"22717",31277,149.99867937,9.78909830729167
"39988",33772,419.777036406,12.3986710611979
"40057",44257,241.117489371,14.776337890625
"40260",31296,205.813353033,8.52313151041667
"40793",38166,682.923320601,11.0774007161458
"41959",25945,118.062994186,9.6960791015625
"41995",30767,157.052763849,15.3986588541667
"42201",28487,187.947292,10.7077286783854
"42243",28598,268.088815006,20.5726236979167
"42275",41322,302.094294314,16.130361328125
"42334",28167,145.9092978,10.3875398763021
"42505",34755,398.137239006,9.40963134765625
"165",493570,376.138284392,11.4726204427083
"1739",482576,318.073952802,12.1358528645833
"6390",497299,523.363789599,11.9783333333333
"9551",477468,1269.438350313,16.4462109375
"18505",475277,864.190164319,13.0124837239583
"14707",4999763,595.166295322,10.4449967447917
"15459",5018391,194.13067982,17.6588736979167
"12704",5066234,396.014550705,12.8720239257812
"991",50990081,412.370516158,19.3365071614583
"3904",50990923,434.243340594,18.6729524739583
"7196",50990062,400.370516158,23.5627262369792
"40619",50986117,1183.444253639,11.8003564453125
"11129",5079496,174.149403889,10.0689013671875
"11996",5088914,340.07943211,11.8771858723958
"15526",5087641,794.44525682,13.7927994791667
"15642",5087640,942.518815692,9.99637532552083
"16532",5088573,524.225761994,10.603583984375
"17493",5089295,248.141244506,16.1210904947917
"17550",5088400,318.219494826,18.99658203125
"17552",5088389,332.198759384,12.6035904947917
"17688",5088211,408.214803378,14.6148128255208
"14695",5117820,324.136159128,10.5668212890625
"21608",5104673,632.39243339,14.3216080729167
"11231",51397980,414.277009704,16.3448600260417
"12058",5131188,424.136946988,11.7682047526042
"19324",5153860,259.116820669,4.51345825195312
"19987",5153644,788.10722258,12.9944287109375
"10737",5184980,326.121296924,7.55088053385417
"662",513472,267.095416525,8.30886637369792
